"DATE_TIME";"1__1_4550_002_A___Actual_Valve_Position";"1__1_4550_003_A___Desired_Valve_Position";"1__1_4550_102_B___Actual_Valve_Position";"1__1_4550_103_B___Desired_Valve_Position"
"2025-05-19 12:52:22 908000us";64.40;64.00;64.40;64.80
"2025-05-19 12:52:23 008000us";64.40;64.00;64.40;64.00
"2025-05-19 12:52:23 108000us";64.00;64.40;64.00;64.00
"2025-05-19 12:52:23 208000us";64.00;64.40;64.00;64.00
"2025-05-19 12:52:23 308000us";63.60;64.00;64.00;64.00
"2025-05-19 12:52:23 408000us";63.60;64.00;64.00;63.60
"2025-05-19 12:52:23 508000us";63.60;63.60;64.00;63.60
"2025-05-19 12:52:23 608000us";63.60;63.20;63.60;63.60
"2025-05-19 12:52:23 708000us";63.20;63.20;63.20;63.60
"2025-05-19 12:52:23 808000us";63.20;63.20;63.20;62.80
"2025-05-19 12:52:23 908000us";63.20;63.20;62.80;62.80
"2025-05-19 12:52:24 008000us";62.80;62.80;62.80;62.80
"2025-05-19 12:52:24 108000us";62.40;62.00;61.60;61.60
"2025-05-19 12:52:24 208000us";61.60;61.20;61.20;62.00
"2025-05-19 12:52:24 308000us";61.20;60.80;61.20;60.80
"2025-05-19 12:52:24 408000us";60.80;60.40;60.80;60.80
"2025-05-19 12:52:24 508000us";60.80;60.80;60.40;60.80
"2025-05-19 12:52:24 608000us";60.80;60.80;60.40;60.40
"2025-05-19 12:52:24 708000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:24 808000us";60.80;60.80;60.40;60.40
"2025-05-19 12:52:24 908000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:25 008000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:25 108000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:25 208000us";60.40;60.40;60.40;60.80
"2025-05-19 12:52:25 308000us";60.40;60.40;60.40;60.80
"2025-05-19 12:52:25 408000us";60.40;60.80;60.80;61.20
"2025-05-19 12:52:25 508000us";60.80;61.60;61.20;60.80
"2025-05-19 12:52:25 608000us";61.20;61.60;61.20;61.60
"2025-05-19 12:52:25 708000us";61.60;61.60;61.60;62.00
"2025-05-19 12:52:25 808000us";62.00;62.00;62.00;62.00
"2025-05-19 12:52:25 908000us";62.00;62.40;62.00;62.00
"2025-05-19 12:52:26 008000us";62.00;62.40;62.00;62.40
"2025-05-19 12:52:26 108000us";62.00;62.00;62.40;62.40
"2025-05-19 12:52:26 208000us";62.40;62.40;62.40;62.40
"2025-05-19 12:52:26 308000us";62.40;63.20;62.80;62.80
"2025-05-19 12:52:26 408000us";62.80;62.40;62.80;62.80
"2025-05-19 12:52:26 508000us";62.40;62.40;62.80;62.40
"2025-05-19 12:52:26 608000us";63.20;63.20;62.40;62.80
"2025-05-19 12:52:26 708000us";63.20;63.20;62.80;62.80
"2025-05-19 12:52:26 808000us";62.80;62.80;62.80;62.80
"2025-05-19 12:52:26 908000us";62.80;62.80;62.80;62.80
"2025-05-19 12:52:27 008000us";62.80;62.80;63.20;62.40
"2025-05-19 12:52:27 108000us";62.40;62.80;62.40;62.80
"2025-05-19 12:52:27 208000us";62.80;62.80;62.80;62.80
"2025-05-19 12:52:27 308000us";62.80;62.80;62.80;62.40
"2025-05-19 12:52:27 408000us";62.80;62.80;62.80;62.80
"2025-05-19 12:52:27 508000us";62.80;62.80;62.40;62.40
"2025-05-19 12:52:27 608000us";62.40;62.40;62.40;62.80
"2025-05-19 12:52:27 708000us";62.40;62.40;62.80;62.40
"2025-05-19 12:52:27 808000us";62.40;62.40;62.80;62.40
"2025-05-19 12:52:27 908000us";62.40;62.40;62.40;62.40
"2025-05-19 12:52:28 008000us";62.40;61.60;62.40;62.40
"2025-05-19 12:52:28 108000us";62.40;61.60;62.00;62.00
"2025-05-19 12:52:28 208000us";62.00;62.00;62.00;62.00
"2025-05-19 12:52:28 308000us";62.00;62.00;61.60;62.00
"2025-05-19 12:52:28 408000us";62.00;61.60;61.60;62.00
"2025-05-19 12:52:28 508000us";61.60;61.60;61.60;61.60
"2025-05-19 12:52:28 608000us";61.60;61.60;61.60;61.20
"2025-05-19 12:52:28 708000us";61.20;60.40;61.20;60.80
"2025-05-19 12:52:28 808000us";61.20;60.40;60.00;60.40
"2025-05-19 12:52:28 908000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:29 008000us";60.40;60.00;60.40;59.60
"2025-05-19 12:52:29 108000us";59.60;60.00;60.00;60.00
"2025-05-19 12:52:29 208000us";59.60;59.60;59.60;59.60
"2025-05-19 12:52:29 308000us";59.60;60.00;59.60;59.60
"2025-05-19 12:52:29 408000us";59.60;60.00;59.60;60.00
"2025-05-19 12:52:29 508000us";59.60;60.00;60.00;59.60
"2025-05-19 12:52:29 608000us";59.60;60.00;60.00;60.00
"2025-05-19 12:52:29 708000us";59.60;59.60;60.00;60.40
"2025-05-19 12:52:29 808000us";60.00;60.40;60.40;60.00
"2025-05-19 12:52:29 908000us";60.40;60.80;60.40;60.40
"2025-05-19 12:52:30 008000us";60.80;60.80;60.80;60.80
"2025-05-19 12:52:30 108000us";60.80;61.20;60.80;61.20
"2025-05-19 12:52:30 208000us";60.80;61.20;61.20;61.20
"2025-05-19 12:52:30 308000us";61.20;61.60;61.60;61.60
"2025-05-19 12:52:30 408000us";61.20;61.60;61.60;62.00
"2025-05-19 12:52:30 508000us";62.00;62.00;61.60;62.00
"2025-05-19 12:52:30 608000us";62.00;62.40;62.00;62.00
"2025-05-19 12:52:30 708000us";62.00;62.40;62.00;62.40
"2025-05-19 12:52:30 808000us";62.00;62.00;62.40;62.00
"2025-05-19 12:52:30 908000us";62.00;62.00;62.00;62.40
"2025-05-19 12:52:31 008000us";62.00;62.00;62.40;62.00
"2025-05-19 12:52:31 108000us";62.00;62.80;62.40;62.80
"2025-05-19 12:52:31 208000us";62.80;62.80;62.80;62.80
"2025-05-19 12:52:31 308000us";62.80;62.80;63.20;62.80
"2025-05-19 12:52:31 408000us";62.40;63.20;62.80;62.80
"2025-05-19 12:52:31 508000us";62.80;63.20;62.80;62.80
"2025-05-19 12:52:31 608000us";62.80;63.20;63.20;62.80
"2025-05-19 12:52:31 708000us";63.20;62.40;62.80;63.20
"2025-05-19 12:52:31 808000us";63.20;63.60;63.20;63.20
"2025-05-19 12:52:31 908000us";62.80;63.20;63.20;62.40
"2025-05-19 12:52:32 008000us";63.20;62.80;62.80;63.20
"2025-05-19 12:52:32 108000us";63.20;63.20;63.20;63.20
"2025-05-19 12:52:32 208000us";62.40;62.80;63.20;62.80
"2025-05-19 12:52:32 308000us";62.40;62.80;62.80;62.80
"2025-05-19 12:52:32 408000us";62.80;62.80;62.40;62.40
"2025-05-19 12:52:32 508000us";62.80;62.00;62.00;62.40
"2025-05-19 12:52:32 608000us";62.00;62.40;62.40;62.00
"2025-05-19 12:52:32 708000us";62.00;62.40;62.00;62.00
"2025-05-19 12:52:32 808000us";62.00;61.60;62.00;62.00
"2025-05-19 12:52:32 908000us";62.40;62.00;62.00;61.60
"2025-05-19 12:52:33 008000us";62.40;62.00;62.00;61.20
"2025-05-19 12:52:33 108000us";61.60;61.20;61.20;60.80
"2025-05-19 12:52:33 208000us";61.20;60.80;60.80;60.80
"2025-05-19 12:52:33 308000us";60.80;60.40;60.40;60.40
"2025-05-19 12:52:33 408000us";60.40;60.00;60.40;60.00
"2025-05-19 12:52:33 508000us";60.00;60.40;60.40;60.00
"2025-05-19 12:52:33 608000us";60.40;60.40;60.00;60.00
"2025-05-19 12:52:33 708000us";60.40;60.40;60.40;60.80
"2025-05-19 12:52:33 808000us";60.40;60.40;60.40;60.00
"2025-05-19 12:52:33 908000us";60.40;60.40;60.40;60.80
"2025-05-19 12:52:34 008000us";60.80;60.80;60.80;61.20
"2025-05-19 12:52:34 108000us";61.20;61.20;61.20;61.20
"2025-05-19 12:52:34 208000us";61.20;61.20;61.20;61.20
"2025-05-19 12:52:34 308000us";61.20;61.60;61.20;61.20
"2025-05-19 12:52:34 408000us";61.20;61.60;61.60;61.60
"2025-05-19 12:52:34 508000us";61.60;61.20;61.60;62.00
"2025-05-19 12:52:34 608000us";61.60;62.00;62.00;62.00
"2025-05-19 12:52:34 708000us";61.60;62.00;62.00;61.60
"2025-05-19 12:52:34 808000us";62.40;62.40;62.00;62.80
"2025-05-19 12:52:34 908000us";62.40;62.40;62.40;62.00
"2025-05-19 12:52:35 008000us";62.40;62.80;62.40;62.80
"2025-05-19 12:52:35 108000us";62.40;62.80;62.80;62.40
"2025-05-19 12:52:35 208000us";62.80;63.20;62.80;63.20
"2025-05-19 12:52:35 308000us";62.80;62.80;62.80;63.20
"2025-05-19 12:52:35 408000us";63.20;63.20;63.20;63.20
"2025-05-19 12:52:35 508000us";62.80;63.20;63.60;63.20
"2025-05-19 12:52:35 608000us";63.60;63.20;63.20;64.00
"2025-05-19 12:52:35 708000us";63.20;63.20;63.20;62.80
"2025-05-19 12:52:35 808000us";63.20;63.20;63.20;63.20
"2025-05-19 12:52:35 908000us";63.20;63.60;63.20;63.20
"2025-05-19 12:52:36 008000us";62.80;63.20;63.20;63.60
"2025-05-19 12:52:36 108000us";63.20;63.20;63.20;63.20
"2025-05-19 12:52:36 208000us";63.20;63.60;63.20;63.20
"2025-05-19 12:52:36 308000us";63.20;63.60;63.20;63.60
"2025-05-19 12:52:36 408000us";63.20;63.20;63.60;63.20
"2025-05-19 12:52:36 508000us";63.20;63.20;63.20;63.20
"2025-05-19 12:52:36 608000us";63.20;63.20;63.20;64.00
"2025-05-19 12:52:36 708000us";63.60;64.00;63.60;63.20
"2025-05-19 12:52:36 808000us";63.20;63.20;63.20;63.60
"2025-05-19 12:52:36 908000us";62.80;62.80;63.20;62.80
"2025-05-19 12:52:37 008000us";62.80;62.80;62.80;62.40
"2025-05-19 12:52:37 108000us";62.40;62.80;62.40;62.40
"2025-05-19 12:52:37 208000us";62.40;62.80;62.80;62.80
"2025-05-19 12:52:37 308000us";62.40;62.40;62.40;62.00
"2025-05-19 12:52:37 408000us";62.40;62.40;62.00;62.40
"2025-05-19 12:52:37 508000us";62.00;62.40;62.00;62.40
"2025-05-19 12:52:37 608000us";62.00;61.60;62.40;62.40
"2025-05-19 12:52:37 708000us";61.60;61.60;62.00;61.60
"2025-05-19 12:52:37 808000us";61.60;61.20;61.60;61.60
"2025-05-19 12:52:37 908000us";61.60;61.20;61.20;61.20
"2025-05-19 12:52:38 008000us";61.20;61.20;61.20;60.80
"2025-05-19 12:52:38 108000us";60.80;60.40;60.40;60.80
"2025-05-19 12:52:38 208000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:38 308000us";60.00;60.00;60.00;60.00
"2025-05-19 12:52:38 408000us";60.00;60.00;60.00;60.00
"2025-05-19 12:52:38 508000us";59.60;60.00;60.00;60.00
"2025-05-19 12:52:38 608000us";59.60;60.00;59.60;60.00
"2025-05-19 12:52:38 708000us";60.00;60.40;60.00;60.00
"2025-05-19 12:52:38 808000us";60.00;59.60;60.00;60.00
"2025-05-19 12:52:38 908000us";60.00;60.00;60.00;60.00
"2025-05-19 12:52:39 008000us";60.00;60.80;60.00;60.40
"2025-05-19 12:52:39 108000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:39 208000us";60.40;61.20;60.40;60.40
"2025-05-19 12:52:39 308000us";60.40;61.20;60.80;61.20
"2025-05-19 12:52:39 408000us";61.20;61.20;62.00;61.60
"2025-05-19 12:52:39 508000us";61.60;61.60;61.60;61.60
"2025-05-19 12:52:39 608000us";61.60;61.60;61.60;62.00
"2025-05-19 12:52:39 708000us";61.60;62.00;61.60;61.60
"2025-05-19 12:52:39 808000us";62.00;62.40;62.00;62.00
"2025-05-19 12:52:39 908000us";62.00;62.40;62.40;62.40
"2025-05-19 12:52:40 008000us";62.00;62.40;62.80;62.40
"2025-05-19 12:52:40 108000us";62.00;62.40;62.40;62.80
"2025-05-19 12:52:40 208000us";62.40;62.80;62.40;62.80
"2025-05-19 12:52:40 308000us";62.80;63.20;62.80;63.20
"2025-05-19 12:52:40 408000us";63.20;63.20;63.60;63.60
"2025-05-19 12:52:40 508000us";63.20;63.60;63.60;63.20
"2025-05-19 12:52:40 608000us";63.60;63.60;63.20;63.60
"2025-05-19 12:52:40 708000us";63.60;63.60;63.60;63.60
"2025-05-19 12:52:40 808000us";63.20;63.60;63.60;64.00
"2025-05-19 12:52:40 908000us";63.60;64.00;64.00;63.60
"2025-05-19 12:52:41 008000us";64.00;64.00;63.60;63.60
"2025-05-19 12:52:41 108000us";63.60;63.60;64.00;63.60
"2025-05-19 12:52:41 208000us";64.00;63.60;64.00;64.00
"2025-05-19 12:52:41 308000us";63.60;63.60;63.60;63.60
"2025-05-19 12:52:41 408000us";63.60;63.60;63.60;63.60
"2025-05-19 12:52:41 508000us";64.00;64.00;63.60;63.60
"2025-05-19 12:52:41 608000us";63.60;63.60;63.60;63.60
"2025-05-19 12:52:41 708000us";63.60;63.20;63.60;63.20
"2025-05-19 12:52:41 808000us";63.20;63.60;63.20;63.20
"2025-05-19 12:52:41 908000us";63.20;63.20;62.80;62.80
"2025-05-19 12:52:42 008000us";63.20;62.80;63.20;62.80
"2025-05-19 12:52:42 108000us";63.20;62.80;62.80;62.40
"2025-05-19 12:52:42 208000us";62.80;62.80;62.40;62.40
"2025-05-19 12:52:42 308000us";62.40;62.00;61.20;62.00
"2025-05-19 12:52:42 408000us";62.00;61.60;62.00;62.00
"2025-05-19 12:52:42 508000us";61.60;61.20;61.60;61.20
"2025-05-19 12:52:42 608000us";61.20;61.20;60.80;60.80
"2025-05-19 12:52:42 708000us";60.80;60.80;60.80;61.20
"2025-05-19 12:52:42 808000us";60.80;60.80;61.20;61.60
"2025-05-19 12:52:42 908000us";61.20;61.20;61.20;61.60
"2025-05-19 12:52:43 008000us";61.20;61.60;61.60;61.20
"2025-05-19 12:52:43 108000us";61.20;61.60;60.80;61.60
"2025-05-19 12:52:43 208000us";61.20;60.80;61.20;60.80
"2025-05-19 12:52:43 308000us";61.20;61.60;61.20;61.20
"2025-05-19 12:52:43 408000us";61.60;61.60;61.20;61.20
"2025-05-19 12:52:43 508000us";61.60;61.60;61.60;61.60
"2025-05-19 12:52:43 608000us";61.20;61.60;61.60;61.60
"2025-05-19 12:52:43 708000us";61.60;61.60;61.60;61.60
"2025-05-19 12:52:43 808000us";61.60;61.60;61.60;61.60
"2025-05-19 12:52:43 908000us";61.60;61.60;61.60;61.60
"2025-05-19 12:52:44 008000us";61.60;61.60;61.60;61.60
"2025-05-19 12:52:44 108000us";62.00;62.40;62.00;62.00
"2025-05-19 12:52:44 208000us";62.00;62.40;62.00;61.60
"2025-05-19 12:52:44 308000us";62.40;61.60;61.60;61.60
"2025-05-19 12:52:44 408000us";61.60;62.00;62.00;62.40
"2025-05-19 12:52:44 508000us";62.00;62.40;62.00;62.00
"2025-05-19 12:52:44 608000us";62.40;62.40;62.00;62.40
"2025-05-19 12:52:44 708000us";62.00;62.00;62.00;62.00
"2025-05-19 12:52:44 808000us";62.00;62.00;62.00;62.40
"2025-05-19 12:52:44 908000us";62.00;62.00;62.00;62.00
"2025-05-19 12:52:45 008000us";62.00;62.40;62.00;62.40
"2025-05-19 12:52:45 108000us";62.40;62.00;62.40;62.40
"2025-05-19 12:52:45 208000us";62.40;62.00;62.40;62.80
"2025-05-19 12:52:45 308000us";62.40;62.00;62.40;62.40
"2025-05-19 12:52:45 408000us";62.00;62.00;62.00;62.00
"2025-05-19 12:52:45 508000us";62.00;62.00;62.00;61.60
"2025-05-19 12:52:45 608000us";62.00;62.00;62.00;62.40
"2025-05-19 12:52:45 708000us";62.40;62.00;62.40;62.00
"2025-05-19 12:52:45 808000us";62.00;62.40;62.00;62.00
"2025-05-19 12:52:45 908000us";62.00;61.60;62.00;62.00
"2025-05-19 12:52:46 008000us";61.60;62.00;62.00;61.60
"2025-05-19 12:52:46 108000us";62.00;61.60;62.00;62.00
"2025-05-19 12:52:46 208000us";61.60;61.20;61.60;61.60
"2025-05-19 12:52:46 308000us";61.60;61.20;61.20;61.20
"2025-05-19 12:52:46 408000us";61.20;60.80;60.80;61.20
"2025-05-19 12:52:46 508000us";61.20;61.20;60.80;60.80
"2025-05-19 12:52:46 608000us";60.40;60.40;60.80;60.40
"2025-05-19 12:52:46 708000us";60.40;60.40;60.00;60.40
"2025-05-19 12:52:46 808000us";60.40;60.40;60.40;60.00
"2025-05-19 12:52:46 908000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:47 008000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:47 108000us";60.40;60.40;60.40;61.20
"2025-05-19 12:52:47 208000us";60.40;61.20;61.20;60.80
"2025-05-19 12:52:47 308000us";61.20;61.60;61.60;61.60
"2025-05-19 12:52:47 408000us";61.60;61.60;61.60;61.60
"2025-05-19 12:52:47 508000us";61.60;62.00;61.60;61.60
"2025-05-19 12:52:47 608000us";61.60;62.00;62.00;62.00
"2025-05-19 12:52:47 708000us";61.60;62.00;62.40;62.40
"2025-05-19 12:52:47 808000us";62.00;62.80;62.80;62.40
"2025-05-19 12:52:47 908000us";62.40;62.40;62.80;62.80
"2025-05-19 12:52:48 008000us";62.40;62.80;62.40;62.80
"2025-05-19 12:52:48 108000us";62.40;63.20;62.40;62.80
"2025-05-19 12:52:48 208000us";62.80;62.80;62.80;62.80
"2025-05-19 12:52:48 308000us";62.80;63.20;62.80;63.20
"2025-05-19 12:52:48 408000us";62.80;63.20;63.20;63.60
"2025-05-19 12:52:48 508000us";63.60;63.20;63.60;63.60
"2025-05-19 12:52:48 608000us";63.20;64.00;63.20;63.20
"2025-05-19 12:52:48 708000us";63.20;63.60;63.20;63.60
"2025-05-19 12:52:48 808000us";63.60;63.60;63.60;63.60
"2025-05-19 12:52:48 908000us";63.20;63.60;63.60;63.60
"2025-05-19 12:52:49 008000us";63.60;63.60;63.60;63.60
"2025-05-19 12:52:49 108000us";63.60;63.60;63.60;64.00
"2025-05-19 12:52:49 208000us";63.60;63.60;63.60;63.60
"2025-05-19 12:52:49 308000us";64.00;63.60;63.60;63.60
"2025-05-19 12:52:49 408000us";63.20;63.60;63.60;63.20
"2025-05-19 12:52:49 508000us";63.20;62.80;63.20;63.60
"2025-05-19 12:52:49 608000us";62.80;63.20;63.20;62.80
"2025-05-19 12:52:49 708000us";62.80;63.20;62.80;62.80
"2025-05-19 12:52:49 808000us";62.80;63.20;62.80;62.80
"2025-05-19 12:52:49 908000us";62.80;62.40;62.40;62.40
"2025-05-19 12:52:50 008000us";62.40;62.40;62.40;62.40
"2025-05-19 12:52:50 108000us";62.00;62.40;62.40;62.40
"2025-05-19 12:52:50 208000us";62.00;62.00;62.00;62.00
"2025-05-19 12:52:50 308000us";62.00;62.00;62.00;62.00
"2025-05-19 12:52:50 408000us";62.00;61.20;62.00;62.00
"2025-05-19 12:52:50 508000us";62.00;61.20;61.60;61.20
"2025-05-19 12:52:50 608000us";61.60;61.20;61.20;61.20
"2025-05-19 12:52:50 708000us";61.20;61.20;60.80;60.80
"2025-05-19 12:52:50 808000us";60.80;60.40;60.80;60.80
"2025-05-19 12:52:50 908000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:51 008000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:51 108000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:51 208000us";60.40;60.40;60.00;60.40
"2025-05-19 12:52:51 308000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:51 408000us";60.40;60.40;60.40;60.40
"2025-05-19 12:52:51 508000us";60.80;61.20;60.40;60.40
"2025-05-19 12:52:51 608000us";60.80;61.60;61.20;61.20
"2025-05-19 12:52:51 708000us";61.20;61.20;61.60;60.80
"2025-05-19 12:52:51 808000us";61.60;61.60;61.20;61.60
"2025-05-19 12:52:51 908000us";61.60;61.60;61.60;62.00
"2025-05-19 12:52:52 008000us";62.00;62.00;62.40;62.00
"2025-05-19 12:52:52 108000us";62.40;62.00;62.40;62.40
"2025-05-19 12:52:52 208000us";62.40;62.00;62.40;62.40
"2025-05-19 12:52:52 308000us";62.40;62.40;62.40;62.40
"2025-05-19 12:52:52 408000us";62.80;62.40;62.40;62.80
"2025-05-19 12:52:52 508000us";62.40;62.80;62.40;62.40
"2025-05-19 12:52:52 608000us";62.40;62.80;62.80;62.80
"2025-05-19 12:52:52 708000us";62.40;62.80;62.80;62.80
"2025-05-19 12:52:52 808000us";62.80;62.40;62.80;62.80
"2025-05-19 12:52:52 908000us";62.80;63.20;63.20;63.20
"2025-05-19 12:52:53 008000us";62.80;63.20;63.20;63.20
"2025-05-19 12:52:53 108000us";63.20;63.20;63.20;63.60
"2025-05-19 12:52:53 208000us";63.60;63.60;63.20;63.60
"2025-05-19 12:52:53 308000us";63.60;63.60;64.00;63.20
"2025-05-19 12:52:53 408000us";63.20;63.60;63.20;63.20
"2025-05-19 12:52:53 508000us";63.20;63.60;63.20;63.20
"2025-05-19 12:52:53 608000us";63.60;63.20;63.20;63.20
"2025-05-19 12:52:53 708000us";62.80;63.20;63.20;62.80
"2025-05-19 12:52:53 808000us";62.80;62.80;62.80;62.80
"2025-05-19 12:52:53 908000us";62.80;62.40;62.80;62.80
"2025-05-19 12:52:54 008000us";62.80;62.40;62.40;62.80
"2025-05-19 12:52:54 108000us";62.80;62.40;62.40;62.40
"2025-05-19 12:52:54 208000us";62.40;62.80;62.40;62.40
"2025-05-19 12:52:54 308000us";62.40;61.60;62.40;62.40
"2025-05-19 12:52:54 408000us";62.40;61.60;62.00;62.00
"2025-05-19 12:52:54 508000us";62.00;61.60;61.60;61.60
"2025-05-19 12:52:54 608000us";61.60;61.20;61.60;60.80
"2025-05-19 12:52:54 708000us";61.60;61.20;60.80;61.20
"2025-05-19 12:52:54 808000us";61.20;61.20;61.20;60.80
"2025-05-19 12:52:54 908000us";61.20;60.40;60.40;60.80
"2025-05-19 12:52:55 008000us";60.80;60.80;60.80;60.80
"2025-05-19 12:52:55 108000us";60.80;61.20;60.80;60.80
"2025-05-19 12:52:55 208000us";61.20;61.60;60.80;60.80
"2025-05-19 12:52:55 308000us";60.80;61.60;61.20;60.80
"2025-05-19 12:52:55 408000us";60.80;61.60;61.20;61.20
"2025-05-19 12:52:55 508000us";61.20;61.60;61.60;61.60
"2025-05-19 12:52:55 608000us";62.00;61.60;61.60;61.20
"2025-05-19 12:52:55 708000us";61.60;61.60;62.00;62.00
"2025-05-19 12:52:55 808000us";61.60;61.60;61.60;61.60
"2025-05-19 12:52:55 908000us";62.00;62.00;61.60;62.00
"2025-05-19 12:52:56 008000us";62.00;61.60;62.40;61.60
"2025-05-19 12:52:56 108000us";62.00;61.60;62.00;62.00
"2025-05-19 12:52:56 208000us";62.00;62.40;62.40;62.40
"2025-05-19 12:52:56 308000us";62.40;62.40;62.40;62.80
"2025-05-19 12:52:56 408000us";62.80;62.80;62.40;62.80
"2025-05-19 12:52:56 508000us";62.40;62.80;62.40;62.40
"2025-05-19 12:52:56 608000us";62.40;62.80;62.80;62.80
"2025-05-19 12:52:56 708000us";63.20;62.80;62.80;63.20
"2025-05-19 12:52:56 808000us";63.20;62.80;63.20;63.20
"2025-05-19 12:52:56 908000us";63.20;62.80;63.20;62.40
"2025-05-19 12:52:57 008000us";62.80;62.80;62.80;63.60
"2025-05-19 12:52:57 108000us";63.60;62.80;63.20;63.60
"2025-05-19 12:52:57 208000us";63.60;63.60;63.20;63.20
"2025-05-19 12:52:57 308000us";63.20;64.00;63.60;63.60
"2025-05-19 12:52:57 408000us";63.20;63.60;63.60;63.60
"2025-05-19 12:52:57 508000us";63.20;63.60;63.60;64.00
"2025-05-19 12:52:57 608000us";64.00;63.60;64.00;63.60
"2025-05-19 12:52:57 708000us";64.00;63.60;63.60;63.60
"2025-05-19 12:52:57 808000us";63.20;63.20;63.60;63.20
"2025-05-19 12:52:57 908000us";64.00;63.60;63.60;64.00
"2025-05-19 12:52:58 008000us";63.60;63.60;63.60;63.60
"2025-05-19 12:52:58 108000us";63.20;63.60;63.60;63.20
"2025-05-19 12:52:58 208000us";63.20;63.60;63.60;63.20
"2025-05-19 12:52:58 308000us";63.20;63.20;63.20;63.60
"2025-05-19 12:52:58 408000us";63.60;63.20;63.20;63.20
"2025-05-19 12:52:58 508000us";63.20;63.20;63.20;63.20
"2025-05-19 12:52:58 608000us";62.80;62.80;62.80;62.80
"2025-05-19 12:52:58 708000us";63.20;62.00;62.80;63.20
"2025-05-19 12:52:58 808000us";62.80;62.40;62.40;62.40
"2025-05-19 12:52:58 908000us";62.80;62.40;62.40;62.40
"2025-05-19 12:52:59 008000us";62.40;62.40;62.00;60.80
"2025-05-19 12:52:59 108000us";62.00;61.60;61.20;61.60
"2025-05-19 12:52:59 208000us";61.60;61.20;62.00;61.20
"2025-05-19 12:52:59 308000us";61.20;61.60;61.60;60.80
"2025-05-19 12:52:59 408000us";61.20;61.20;61.20;61.60
"2025-05-19 12:52:59 508000us";61.20;61.60;61.20;61.20
"2025-05-19 12:52:59 608000us";61.20;61.60;61.20;61.60
"2025-05-19 12:52:59 708000us";61.20;61.60;61.60;61.60
"2025-05-19 12:52:59 808000us";61.20;61.20;60.80;60.80
"2025-05-19 12:52:59 908000us";61.20;61.20;60.80;60.80
"2025-05-19 12:53:00 008000us";61.20;61.20;61.20;61.20
"2025-05-19 12:53:00 108000us";60.80;60.80;61.20;60.80
"2025-05-19 12:53:00 208000us";60.80;61.20;60.80;60.40
"2025-05-19 12:53:00 308000us";60.80;61.20;60.40;61.20
"2025-05-19 12:53:00 408000us";61.20;61.20;61.20;61.20
"2025-05-19 12:53:00 508000us";61.20;60.80;61.20;61.20
"2025-05-19 12:53:00 608000us";61.20;61.60;61.20;61.20
"2025-05-19 12:53:00 708000us";61.20;61.60;61.20;61.20
"2025-05-19 12:53:00 808000us";61.60;60.80;61.20;61.60
"2025-05-19 12:53:00 908000us";61.20;61.60;61.20;61.20
"2025-05-19 12:53:01 008000us";61.20;61.60;61.20;61.60
"2025-05-19 12:53:01 108000us";61.20;61.20;61.20;61.60
"2025-05-19 12:53:01 208000us";61.60;61.60;61.60;61.60
"2025-05-19 12:53:01 308000us";61.60;62.00;61.60;62.00
"2025-05-19 12:53:01 408000us";61.60;61.60;62.00;62.00
"2025-05-19 12:53:01 508000us";62.00;62.00;62.00;62.00
"2025-05-19 12:53:01 608000us";61.60;61.20;61.60;61.20
"2025-05-19 12:53:01 708000us";61.60;61.20;61.20;62.00
"2025-05-19 12:53:01 808000us";61.60;62.40;62.00;62.00
"2025-05-19 12:53:01 908000us";61.60;62.00;62.00;62.40
"2025-05-19 12:53:02 008000us";62.40;62.00;62.40;62.40
"2025-05-19 12:53:02 108000us";62.40;62.40;62.40;62.40
"2025-05-19 12:53:02 208000us";62.40;62.40;62.40;62.40
"2025-05-19 12:53:02 308000us";62.80;62.40;62.40;62.80
"2025-05-19 12:53:02 408000us";62.80;62.40;62.40;62.40
"2025-05-19 12:53:02 508000us";62.40;62.40;62.40;62.40
"2025-05-19 12:53:02 608000us";62.80;62.80;62.40;62.80
"2025-05-19 12:53:02 708000us";62.80;62.40;62.80;62.80
"2025-05-19 12:53:02 808000us";62.80;62.80;62.80;62.80
"2025-05-19 12:53:02 908000us";62.80;62.80;62.80;62.40
"2025-05-19 12:53:03 008000us";62.80;62.80;62.80;62.80
"2025-05-19 12:53:03 108000us";62.80;62.80;62.80;62.80
"2025-05-19 12:53:03 208000us";62.80;62.80;62.80;62.80
"2025-05-19 12:53:03 308000us";62.40;62.40;62.80;62.40
"2025-05-19 12:53:03 408000us";62.80;62.80;62.40;62.40
"2025-05-19 12:53:03 508000us";62.40;62.40;62.80;62.80
"2025-05-19 12:53:03 608000us";62.80;62.80;62.80;62.40
